"Period","Year","Month","Product","Origin","Destination / PADD","Mode of Transportation","Volume (m3)","Volume (bbl)","Value (CN$)","Value (US$)","Price (CN cents/L)","Price (US cents/gallon)"
"04/01/1999","1999","April","Butane","Manitoba","PADD II","Pipeline","20902.000000","131469.399600","1965953.400000","1321738.200880","9.405575","23.936981"
"04/01/1999","1999","April","Butane","Manitoba","PADD II","Railway","9397.000000","59105.250600","1143720.200000","768939.222790","12.171120","30.975232"
"04/01/1999","1999","April","Butane","Manitoba","PADD II","Total","30299.000000","190574.650200","3109673.600000","2090677.423670","10.263287","26.119839"
"04/01/1999","1999","April","Butane","Manitoba","Total","Pipeline","20902.000000","131469.399600","1965953.400000","1321738.200880","9.405575","23.936981"
"04/01/1999","1999","April","Butane","Manitoba","Total","Railway","9397.000000","59105.250600","1143720.200000","768939.222790","12.171120","30.975232"
"04/01/1999","1999","April","Butane","Manitoba","Total","Total","30299.000000","190574.650200","3109673.600000","2090677.423670","10.263287","26.119839"
"04/01/1999","1999","April","Butane","Ontario","PADD I","Total","44848.000000","282084.950400","5219278.600000","3508994.621460","11.637706","29.617704"
"04/01/1999","1999","April","Butane","Ontario","PADD I","Railway","44848.000000","282084.950400","5219278.600000","3508994.621460","11.637706","29.617704"
"04/01/1999","1999","April","Butane","Ontario","PADD II","Total","52531.000000","330409.483800","5486176.200000","3688433.642560","10.443692","26.578963"
"04/01/1999","1999","April","Butane","Ontario","PADD II","Pipeline","21051.000000","132406.579800","2231406.000000","1500205.728100","10.600000","26.976763"
"04/01/1999","1999","April","Butane","Ontario","PADD II","Railway","31480.000000","198002.904000","3254770.200000","2188227.914460","10.339168","26.312951"
"04/01/1999","1999","April","Butane","Ontario","PADD V","Railway","586.000000","3685.822800","60354.000000","40576.845490","10.299317","26.211533"
"04/01/1999","1999","April","Butane","Ontario","PADD V","Total","586.000000","3685.822800","60354.000000","40576.845490","10.299317","26.211533"
"04/01/1999","1999","April","Butane","Ontario","Total","Pipeline","21051.000000","132406.579800","2231406.000000","1500205.728100","10.600000","26.976763"
"04/01/1999","1999","April","Butane","Ontario","Total","Railway","76914.000000","483773.677200","8534402.800000","5737799.381410","11.096032","28.239156"
"04/01/1999","1999","April","Butane","Ontario","Total","Total","97965.000000","616180.257000","10765808.800000","7238005.109510","10.989443","27.967890"
"04/01/1999","1999","April","Butane","Total","PADD I","Railway","44848.000000","282084.950400","5219278.600000","3508994.621460","11.637706","29.617704"
"04/01/1999","1999","April","Butane","Total","PADD I","Total","44848.000000","282084.950400","5219278.600000","3508994.621460","11.637706","29.617704"
"04/01/1999","1999","April","Butane","Total","PADD II","Pipeline","41953.000000","263875.979400","4197359.400000","2821943.928980","10.004908","25.462270"
"04/01/1999","1999","April","Butane","Total","PADD II","Railway","41700.000000","262284.660000","4469153.000000","3004674.599920","10.717393","27.275526"
"04/01/1999","1999","April","Butane","Total","PADD II","Total","83653.000000","526160.639400","8666512.400000","5826618.528900","10.360073","26.366155"
"04/01/1999","1999","April","Butane","Total","PADD IV","Total","6996.000000","44003.440800","711124.100000","478098.762910","10.164724","25.868996"
"04/01/1999","1999","April","Butane","Total","PADD IV","Railway","6996.000000","44003.440800","711124.100000","478098.762910","10.164724","25.868996"
"04/01/1999","1999","April","Butane","Total","PADD V","Railway","15963.000000","100404.077400","1772450.700000","1191643.606250","11.103493","28.258143"
"04/01/1999","1999","April","Butane","Total","PADD V","Total","15963.000000","100404.077400","1772450.700000","1191643.606250","11.103493","28.258143"
"04/01/1999","1999","April","Butane","Total","Total","Total","151460.000000","952653.108000","16369365.800000","11005355.519520","10.807715","27.505394"
"04/01/1999","1999","April","Butane","Total","Total","Railway","109507.000000","688777.128600","12172006.400000","8183411.590540","11.115277","28.288131"
"04/01/1999","1999","April","Butane","Total","Total","Pipeline","41953.000000","263875.979400","4197359.400000","2821943.928980","10.004908","25.462270"
"04/01/1999","1999","April","Propane","Alberta","PADD I","Total","2171.000000","13655.155800","168028.200000","112967.728900","7.739668","19.697283"
"04/01/1999","1999","April","Propane","Alberta","PADD I","Railway","2171.000000","13655.155800","168028.200000","112967.728900","7.739668","19.697283"
"04/01/1999","1999","April","Propane","Alberta","PADD II","Total","16180.000000","101768.964000","1315333.600000","884317.332170","8.129379","20.689089"
"04/01/1999","1999","April","Propane","Alberta","PADD II","Railway","16140.000000","101517.372000","1312493.600000","882407.960120","8.131930","20.695581"
"04/01/1999","1999","April","Propane","Alberta","PADD II","Truck","40.000000","251.592000","2840.000000","1909.372050","7.100000","18.069342"
"04/01/1999","1999","April","Propane","Alberta","PADD III","Total","115.000000","723.327000","10798.500000","7259.983860","9.390000","23.897340"
"04/01/1999","1999","April","Propane","Alberta","PADD III","Railway","115.000000","723.327000","10798.500000","7259.983860","9.390000","23.897340"
"04/01/1999","1999","April","Propane","Alberta","PADD IV","Railway","3084.000000","19397.743200","265590.300000","178560.104840","8.611877","21.917034"
"04/01/1999","1999","April","Propane","Alberta","PADD IV","Truck","10390.000000","65351.022000","887306.600000","596548.742690","8.540005","21.734124"
"04/01/1999","1999","April","Propane","Alberta","PADD IV","Total","13474.000000","84748.765200","1152896.900000","775108.847530","8.556456","21.775990"
"04/01/1999","1999","April","Propane","Alberta","PADD V","Total","54267.000000","341328.576600","4490711.200000","3019168.481680","8.275215","21.060239"
"04/01/1999","1999","April","Propane","Alberta","PADD V","Truck","4367.000000","27467.556600","344505.400000","231615.839690","7.888834","20.076906"
"04/01/1999","1999","April","Propane","Alberta","PADD V","Railway","49900.000000","313861.020000","4146205.800000","2787552.641990","8.309029","21.146293"
"04/01/1999","1999","April","Propane","Alberta","Total","Total","86207.000000","542224.788600","7137768.400000","4798822.374140","8.279801","21.071910"
"04/01/1999","1999","April","Propane","Alberta","Total","Railway","71410.000000","449154.618000","5903116.400000","3968748.419710","8.266512","21.038087"
"04/01/1999","1999","April","Propane","Alberta","Total","Truck","14797.000000","93070.170600","1234652.000000","830073.954430","8.343934","21.235125"
"04/01/1999","1999","April","Propane","British Columbia","PADD IV","Total","1032.000000","6491.073600","96067.000000","64587.199130","9.308817","23.690733"
"04/01/1999","1999","April","Propane","British Columbia","PADD IV","Railway","689.000000","4333.672200","64168.000000","43141.051490","9.313207","23.701904"
"04/01/1999","1999","April","Propane","British Columbia","PADD IV","Truck","343.000000","2157.401400","31899.000000","21446.147640","9.300000","23.668293"
"04/01/1999","1999","April","Propane","British Columbia","PADD V","Railway","11818.000000","74332.856400","1026898.500000","690398.346040","8.689274","22.114012"
"04/01/1999","1999","April","Propane","British Columbia","PADD V","Truck","1884.000000","11849.983200","184528.800000","124061.315030","9.794522","24.926840"
"04/01/1999","1999","April","Propane","British Columbia","PADD V","Total","13702.000000","86182.839600","1211427.300000","814459.661070","8.841244","22.500770"
"04/01/1999","1999","April","Propane","British Columbia","Total","Total","14734.000000","92673.913200","1307494.300000","879046.860200","8.873994","22.584117"
"04/01/1999","1999","April","Propane","British Columbia","Total","Truck","2227.000000","14007.384600","216427.800000","145507.462670","9.718356","24.733001"
"04/01/1999","1999","April","Propane","British Columbia","Total","Railway","12507.000000","78666.528600","1091066.500000","733539.397530","8.723646","22.201485"
"04/01/1999","1999","April","Propane","Manitoba","PADD II","Railway","5741.000000","36109.741800","547963.200000","368403.388410","9.544734","24.291135"
"04/01/1999","1999","April","Propane","Manitoba","PADD II","Pipeline","69320.000000","436008.936000","7119782.500000","4786730.200330","10.270892","26.139190"
"04/01/1999","1999","April","Propane","Manitoba","PADD II","Truck","3363.000000","21152.597400","347136.600000","233384.832570","10.322230","26.269843"
"04/01/1999","1999","April","Propane","Manitoba","PADD II","Total","78424.000000","493271.275200","8014882.300000","5388518.421310","10.219935","26.009506"
"04/01/1999","1999","April","Propane","Manitoba","Total","Pipeline","69320.000000","436008.936000","7119782.500000","4786730.200330","10.270892","26.139190"
"04/01/1999","1999","April","Propane","Manitoba","Total","Total","78424.000000","493271.275200","8014882.300000","5388518.421310","10.219935","26.009506"
"04/01/1999","1999","April","Propane","Manitoba","Total","Railway","5741.000000","36109.741800","547963.200000","368403.388410","9.544734","24.291135"
"04/01/1999","1999","April","Propane","Manitoba","Total","Truck","3363.000000","21152.597400","347136.600000","233384.832570","10.322230","26.269843"
"04/01/1999","1999","April","Propane","New Brunswick","PADD I","Total","1100.000000","6918.780000","158400.000000","106494.554250","14.400000","36.647680"
"04/01/1999","1999","April","Propane","New Brunswick","PADD I","Truck","1100.000000","6918.780000","158400.000000","106494.554250","14.400000","36.647680"
"04/01/1999","1999","April","Propane","New Brunswick","Total","Truck","1100.000000","6918.780000","158400.000000","106494.554250","14.400000","36.647680"
"04/01/1999","1999","April","Propane","New Brunswick","Total","Total","1100.000000","6918.780000","158400.000000","106494.554250","14.400000","36.647680"
"04/01/1999","1999","April","Propane","Northwest Territories","PADD V","Total","56.000000","352.228800","16800.000000","11294.876960","30.000000","76.349334"
"04/01/1999","1999","April","Propane","Northwest Territories","PADD V","Truck","56.000000","352.228800","16800.000000","11294.876960","30.000000","76.349334"
"04/01/1999","1999","April","Propane","Northwest Territories","Total","Truck","56.000000","352.228800","16800.000000","11294.876960","30.000000","76.349334"
"04/01/1999","1999","April","Propane","Northwest Territories","Total","Total","56.000000","352.228800","16800.000000","11294.876960","30.000000","76.349334"
"04/01/1999","1999","April","Propane","Ontario","PADD I","Railway","132314.000000","832228.597200","12337075.700000","8294390.009250","9.324089","23.729598"
"04/01/1999","1999","April","Propane","Ontario","PADD I","Truck","29376.000000","184769.164800","3277499.900000","2203509.412310","11.157066","28.394486"
"04/01/1999","1999","April","Propane","Ontario","PADD I","Total","161690.000000","1016997.762000","15614575.600000","10497899.421560","9.657106","24.577118"
"04/01/1999","1999","April","Propane","Ontario","PADD II","Pipeline","165338.000000","1039942.952400","18522609.600000","12453011.698260","11.202875","28.511065"
"04/01/1999","1999","April","Propane","Ontario","PADD II","Railway","623.000000","3918.545400","65589.600000","44096.813220","10.528025","26.793591"
"04/01/1999","1999","April","Propane","Ontario","PADD II","Truck","25690.000000","161584.962000","2677594.400000","1800184.482940","10.422710","26.525566"
"04/01/1999","1999","April","Propane","Ontario","PADD II","Total","191651.000000","1205446.459800","21265793.600000","14297292.994420","11.096103","28.239334"
"04/01/1999","1999","April","Propane","Ontario","Total","Total","353341.000000","2222444.221800","36880369.200000","24795192.415980","10.437613","26.563496"
"04/01/1999","1999","April","Propane","Ontario","Total","Pipeline","165338.000000","1039942.952400","18522609.600000","12453011.698260","11.202875","28.511065"
"04/01/1999","1999","April","Propane","Ontario","Total","Truck","55066.000000","346354.126800","5955094.300000","4003693.895250","10.814466","27.522576"
"04/01/1999","1999","April","Propane","Ontario","Total","Railway","132937.000000","836147.142600","12402665.300000","8338486.822470","9.329731","23.743959"
"04/01/1999","1999","April","Propane","Québec","PADD I","Railway","13951.000000","87748.999800","910167.900000","611918.717210","6.524033","16.603518"
"04/01/1999","1999","April","Propane","Québec","PADD I","Truck","4893.000000","30775.991400","588093.500000","395383.555150","12.019078","30.588284"
"04/01/1999","1999","April","Propane","Québec","PADD I","Total","18844.000000","118524.991200","1498261.400000","1007302.272360","7.950867","20.234780"
"04/01/1999","1999","April","Propane","Québec","PADD IV","Total","99.000000","622.690200","7682.400000","5164.985880","7.760000","19.749026"
